Question,Question Type,Sub Category,Category
Do you have an expensive stereo system? ,NON_TECHNICAL,MUSIC,HOBBY
Do you know the band named Metallica? If so do you like them?,NON_TECHNICAL,MUSIC,HOBBY
Do you like all kinds of music?,NON_TECHNICAL,MUSIC,HOBBY
Do you like to listen classical music?,NON_TECHNICAL,MUSIC,HOBBY
Do you like to listen country music?,NON_TECHNICAL,MUSIC,HOBBY
Who is your favorite country singer?,NON_TECHNICAL,MUSIC,HOBBY
Do you listen to music while doing your homework?,NON_TECHNICAL,MUSIC,HOBBY
Do you sing while taking a bath?,NON_TECHNICAL,MUSIC,HOBBY
Do you think there is a relationship between drugs and music? ,NON_TECHNICAL,MUSIC,HOBBY
Do you think your favorite music twenty years from now will be the same as it is today?,NON_TECHNICAL,MUSIC,HOBBY
Do you watch music shows on TV? If so what do you watch?,NON_TECHNICAL,MUSIC,HOBBY
Does you mother play the piano?,NON_TECHNICAL,MUSIC,HOBBY
Have you ever been to a concert?,NON_TECHNICAL,MUSIC,HOBBY
Have you ever taken part in a singing competition?,NON_TECHNICAL,MUSIC,HOBBY
How does music make you feel?,NON_TECHNICAL,MUSIC,HOBBY
How much time do you spend listening to music?,NON_TECHNICAL,MUSIC,HOBBY
If you could play any musical instrument what would it be?,NON_TECHNICAL,MUSIC,HOBBY
If you could start a band what type of music would you play? Why?,NON_TECHNICAL,MUSIC,HOBBY
If you were a song what song would you be and why?,NON_TECHNICAL,MUSIC,HOBBY
Is there any kind of music that you hate?,NON_TECHNICAL,MUSIC,HOBBY
What are some special or traditional musical instruments in your country?,NON_TECHNICAL,MUSIC,HOBBY
What do you think the world would be like without music?,NON_TECHNICAL,MUSIC,HOBBY
What is one of your favorite songs?,NON_TECHNICAL,MUSIC,HOBBY
What is your favorite kind of music?,NON_TECHNICAL,MUSIC,HOBBY
What kind of music do you listen to to cheer you up?,NON_TECHNICAL,MUSIC,HOBBY
What kind of music do you usually listen to?,NON_TECHNICAL,MUSIC,HOBBY
What kind of music do your parents listen to?,NON_TECHNICAL,MUSIC,HOBBY
What kind of music you like the most?,NON_TECHNICAL,MUSIC,HOBBY
What kind of songs do you like to sing?,NON_TECHNICAL,MUSIC,HOBBY
What kinds of music do people listen to in your country?,NON_TECHNICAL,MUSIC,HOBBY
What kinds of music do you dislike?,NON_TECHNICAL,MUSIC,HOBBY
What was the last concert you went to?,NON_TECHNICAL,MUSIC,HOBBY
What was your favorite music five years ago? 10 years ago? How have your musical tastes changed?,NON_TECHNICAL,MUSIC,HOBBY
When was the last time you went to a concert?,NON_TECHNICAL,MUSIC,HOBBY
Where do you usually listen to music?,NON_TECHNICAL,MUSIC,HOBBY
Which do you prefer songs in English or songs in your own language?,NON_TECHNICAL,MUSIC,HOBBY
Who is your favorite singer or group?,NON_TECHNICAL,MUSIC,HOBBY
Who is your favorite singer?,NON_TECHNICAL,MUSIC,HOBBY
Why do you think music is important and how does it affect different people?,NON_TECHNICAL,MUSIC,HOBBY
Why is music so important to people and culture?,NON_TECHNICAL,MUSIC,HOBBY
Is the image of the group or singer more important than the music?,NON_TECHNICAL,MUSIC,HOBBY
Can you think of examples of music calming people or increasing their efficiency?,NON_TECHNICAL,MUSIC,HOBBY
Do you mind singing to other people? (Another wording: ...singing in front of people?),NON_TECHNICAL,MUSIC,HOBBY
If you don't mind then how large an audience would be too many?,NON_TECHNICAL,MUSIC,HOBBY
While listening to the radio do you ever want to sing the song that is being played?,NON_TECHNICAL,MUSIC,HOBBY
Why do you think some people believe opera singers should be fat?,NON_TECHNICAL,MUSIC,HOBBY
Do you think music can heal sick people?,NON_TECHNICAL,MUSIC,HOBBY
Do you think that animals can enjoy music? How do you know?,NON_TECHNICAL,MUSIC,HOBBY
Do you think that music can help make world peace? How?,NON_TECHNICAL,MUSIC,HOBBY
How important do you think a good music teacher is to mastering an instrument?,NON_TECHNICAL,MUSIC,HOBBY
What do you think the next piece of music technology will be after digital technology?,NON_TECHNICAL,MUSIC,HOBBY
If you could invent a new instrument what would it sound like?,NON_TECHNICAL,MUSIC,HOBBY
Do you think the use of drugs by some musicians increases their artistic creativity?,NON_TECHNICAL,MUSIC,HOBBY
Who is your favorite composer?,NON_TECHNICAL,MUSIC,HOBBY
Did you go to the symphony when you were a child?,NON_TECHNICAL,MUSIC,HOBBY
Do your brothers and sisters also love classical music?,NON_TECHNICAL,MUSIC,HOBBY
What makes a song popular for you the lyrics of the song or the melody?,NON_TECHNICAL,MUSIC,HOBBY
Why is the recorder called the recorder?,NON_TECHNICAL,MUSIC,HOBBY
Who is the most famous musician from your country?,NON_TECHNICAL,MUSIC,HOBBY
Do you think it is wrong to download music for free?,NON_TECHNICAL,MUSIC,HOBBY
Do you prefer listening to songs in your own language or in another language? Why?,NON_TECHNICAL,MUSIC,HOBBY
Does music affect unborn children?,NON_TECHNICAL,MUSIC,HOBBY
Do you think that people form different cultures react to music in different ways?,NON_TECHNICAL,MUSIC,HOBBY
What do you think of when you listen to music?,NON_TECHNICAL,MUSIC,HOBBY
What kind or style of music would it be weird for your parents to listen to? Why?,NON_TECHNICAL,MUSIC,HOBBY
If you could be any musician in the world who would you be and why?,NON_TECHNICAL,MUSIC,HOBBY
If you could be a musician who would you be?,NON_TECHNICAL,MUSIC,HOBBY
Where is your favorite place to shop for clothes?,NON_TECHNICAL,SHOPPING,HOBBY
What products do you prefer to shop online for?,NON_TECHNICAL,SHOPPING,HOBBY
What products do you prefer to shop in stores for?,NON_TECHNICAL,SHOPPING,HOBBY
How do you feel about sales people following you and helping you when you shop?,NON_TECHNICAL,SHOPPING,HOBBY
What makes a pleasant shopping experience?,NON_TECHNICAL,SHOPPING,HOBBY
How do you feel about shopping at department stores or malls?,NON_TECHNICAL,SHOPPING,HOBBY
What is your favorite ecommerce site? Why?,NON_TECHNICAL,SHOPPING,HOBBY
Do you know anyone who is addicted to shopping? Are you addicted to shopping?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever bought any counterfeit products like fake designer bags clothing or jewelry?,NON_TECHNICAL,SHOPPING,HOBBY
Do you enjoy shopping for other people?,NON_TECHNICAL,SHOPPING,HOBBY
About how much did you spend on presents last year?,NON_TECHNICAL,SHOPPING,HOBBY
About how much do you usually spend each day?,NON_TECHNICAL,SHOPPING,HOBBY
Are you a price conscious shopper?,NON_TECHNICAL,SHOPPING,HOBBY
Are you good at saving money?,NON_TECHNICAL,SHOPPING,HOBBY
Are you saving money to buy something?,NON_TECHNICAL,SHOPPING,HOBBY
If so what are you planning to buy?,NON_TECHNICAL,SHOPPING,HOBBY
How much will it cost?,NON_TECHNICAL,SHOPPING,HOBBY
How much longer will you need to save before you can buy it?,NON_TECHNICAL,SHOPPING,HOBBY
Do banks pay a higher percent of interest here or in your country?,NON_TECHNICAL,SHOPPING,HOBBY
Do you compare prices at different stores when you shop?,NON_TECHNICAL,SHOPPING,HOBBY
Do you enjoy shopping?,NON_TECHNICAL,SHOPPING,HOBBY
Do you ever buy second-hand things? ("used things"),NON_TECHNICAL,SHOPPING,HOBBY
Do you ever give money to charity?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever owed money to people?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever bought a lottery ticket?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever found any money? If so what did you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever given money to a beggar?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever given money to a homeless person?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever had any money stolen from you?,NON_TECHNICAL,SHOPPING,HOBBY
How important is money to you?,NON_TECHNICAL,SHOPPING,HOBBY
How often do you go shopping?,NON_TECHNICAL,SHOPPING,HOBBY
If someone gave you a lot of money what would you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
If someone gave you a million rs what would you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
Some people say that "money makes the world go around." Do you agree? Why or why not?,NON_TECHNICAL,SHOPPING,HOBBY
What bank do you use?,NON_TECHNICAL,SHOPPING,HOBBY
What do you need to buy next?,NON_TECHNICAL,SHOPPING,HOBBY
What do you spend most of your money on?,NON_TECHNICAL,SHOPPING,HOBBY
What do you spend the most money on each month?,NON_TECHNICAL,SHOPPING,HOBBY
What do you want to buy next?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you have bought recently that cost a lot of money?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you have bought recently that was a good bargain?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you have bought recently?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you want to buy but don't have enough money to buy.,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you want to buy but think you never will.,NON_TECHNICAL,SHOPPING,HOBBY
What is your opinion of discount stores?,NON_TECHNICAL,SHOPPING,HOBBY
What kind of things do you often shop for?,NON_TECHNICAL,SHOPPING,HOBBY
What kinds of things are you saving your money for?,NON_TECHNICAL,SHOPPING,HOBBY
What store did you like best and what store did you like least?,NON_TECHNICAL,SHOPPING,HOBBY
What was the last thing you bought for someone else?,NON_TECHNICAL,SHOPPING,HOBBY
What was the last thing you bought for yourself?,NON_TECHNICAL,SHOPPING,HOBBY
What was the last thing you spent money on?,NON_TECHNICAL,SHOPPING,HOBBY
What's the most expensive thing you have ever bought?,NON_TECHNICAL,SHOPPING,HOBBY
What's the most expensive thing you've ever bought?,NON_TECHNICAL,SHOPPING,HOBBY
What's the most money you have spend on one thing?,NON_TECHNICAL,SHOPPING,HOBBY
What's the most money you have spent on something to eat?,NON_TECHNICAL,SHOPPING,HOBBY
What's the most money you have spent on something to wear?,NON_TECHNICAL,SHOPPING,HOBBY
When you buy something what is most important to you: price quality fashion trend status/image?,NON_TECHNICAL,SHOPPING,HOBBY
If you had to save money what can you do without?,NON_TECHNICAL,SHOPPING,HOBBY
If you needed to earn some extra money how would you do that?,NON_TECHNICAL,SHOPPING,HOBBY
If you had a large amount of money what would you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
Have you or your family ever won any money in a lottery?,NON_TECHNICAL,SHOPPING,HOBBY
How much money would you have to win to be happy?,NON_TECHNICAL,SHOPPING,HOBBY
Why do people often want more money no matter how much they have got?,NON_TECHNICAL,SHOPPING,HOBBY
Why are poor people in many cases more generous than rich people?,NON_TECHNICAL,SHOPPING,HOBBY
Do you consider companies like Microsoft and people like Bill Gates smart and shrewd?,NON_TECHNICAL,SHOPPING,HOBBY
What are some of the different kinds of taxes your country has?,NON_TECHNICAL,SHOPPING,HOBBY
If you were the ruler of your country what would you do to change the taxation system?,NON_TECHNICAL,SHOPPING,HOBBY
What is the funniest tax you can think of to introduce?,NON_TECHNICAL,SHOPPING,HOBBY
What do you like spending money on? What don't you like spending on?,NON_TECHNICAL,SHOPPING,HOBBY
What would you love to buy but you can't afford?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever lent money to someone? Who? What did he/she need the money for?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever borrowed money from someone? Who? What did you need the money for?,NON_TECHNICAL,SHOPPING,HOBBY
Do you play the lottery?,NON_TECHNICAL,SHOPPING,HOBBY
How much money do you need for happiness?,NON_TECHNICAL,SHOPPING,HOBBY
How often do you go shopping? Are you a price-conscious shopper? Do you "shop around" and go to many stores to compare prices?,NON_TECHNICAL,SHOPPING,HOBBY
Do you ever buy second-hand things ("used things")?,NON_TECHNICAL,SHOPPING,HOBBY
When you buy something what things are most important to you? Price? Quality? Fashion trends? status? or image?,NON_TECHNICAL,SHOPPING,HOBBY
Do you sometimes buy things that you don't need?,NON_TECHNICAL,SHOPPING,HOBBY
Are you saving money to buy something? If so what are you planning to buy? How much will it cost? How much longer will you need to save before buying it?,NON_TECHNICAL,SHOPPING,HOBBY
Did your parents give you an allowance (pocket money) when you were a child? What did you use it for?,NON_TECHNICAL,SHOPPING,HOBBY
Should children get an allowance from their parents?,NON_TECHNICAL,SHOPPING,HOBBY
Do you ever gamble? Did you win anything?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever found any money on the street? If so what did you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
Do you ever give money to charity? How much do you give?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever given money to a beggar or homeless person?,NON_TECHNICAL,SHOPPING,HOBBY
Have you ever had any money stolen from you? What happened?,NON_TECHNICAL,SHOPPING,HOBBY
What would you love to buy but that you can't afford?,NON_TECHNICAL,SHOPPING,HOBBY
What would you do if you won a large sum of money? What is the first thing you would buy with it? Would you invest it?,NON_TECHNICAL,SHOPPING,HOBBY
Would you give some money to charity?,NON_TECHNICAL,SHOPPING,HOBBY
Would you help your family/friends?,NON_TECHNICAL,SHOPPING,HOBBY
How long would it take you to spend 1 million dollars?,NON_TECHNICAL,SHOPPING,HOBBY
Can a person be rich without having a lot of money or possessions? How?,NON_TECHNICAL,SHOPPING,HOBBY
How important is money to you? If you had little money could you be happy?,NON_TECHNICAL,SHOPPING,HOBBY
How much do you spend each month on food? Where do you usually buy food?,NON_TECHNICAL,SHOPPING,HOBBY
What do you spend most of your money on each month?,NON_TECHNICAL,SHOPPING,HOBBY
Which costs more a hamburger here or a hamburger in your country?,NON_TECHNICAL,SHOPPING,HOBBY
If someone gave you a million dollars what would you do with it?,NON_TECHNICAL,SHOPPING,HOBBY
Some people say that "money makes the world go round." Do you agree?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you bought recently?,NON_TECHNICAL,SHOPPING,HOBBY
What is something that you want to buy but think you never will?,NON_TECHNICAL,SHOPPING,HOBBY
When did you open your first bank account?,NON_TECHNICAL,SHOPPING,HOBBY
How old were you when you earned your first salary? What did you spend it on?,NON_TECHNICAL,SHOPPING,HOBBY
Do you think that it is right for someone to beg for money?,NON_TECHNICAL,SHOPPING,HOBBY
Would you give money to a beggar? Why?,NON_TECHNICAL,SHOPPING,HOBBY
When you buy something what things are most important to you: price quality fashion trends status or image?,NON_TECHNICAL,SHOPPING,HOBBY
Do you have more than one bank account? Are you good at saving money?,NON_TECHNICAL,SHOPPING,HOBBY
If you had to save money what could you do without? "I would stop spending money on ___".,NON_TECHNICAL,SHOPPING,HOBBY
Why are poorer people in many cases more generous than rich people?,NON_TECHNICAL,SHOPPING,HOBBY
If you don't want help when the store clerk asks if you need help what should you say to them? (Hint: You can say "Thanks I'm just looking."),NON_TECHNICAL,SHOPPING,HOBBY
Do you think taxes in your country are too high/low? What are some of the different kinds of taxes your country has?,NON_TECHNICAL,SHOPPING,HOBBY
If you were the leader of your country what would you do to change the taxation system? What would you do to help your country's economy?,NON_TECHNICAL,SHOPPING,HOBBY
Which shopping centers and stores do you like best and which do you like least?,NON_TECHNICAL,SHOPPING,HOBBY
What was the last thing you bought for someone else? Why did you buy it?,NON_TECHNICAL,SHOPPING,HOBBY
Who takes care of the money in your family's home?,NON_TECHNICAL,SHOPPING,HOBBY
What qualities must a person have to make "big money"?,NON_TECHNICAL,SHOPPING,HOBBY
Do you often buy products that advertised on TV newspapers or magazines? If so what was the last item that you bought?,NON_TECHNICAL,SHOPPING,HOBBY
Do you consider consumerism good or bad?,NON_TECHNICAL,SHOPPING,HOBBY
What differences can you notice between commercials from 10 or 15 years ago and commercials today?,NON_TECHNICAL,SHOPPING,HOBBY
Why do you like painting/drawing/sketching?,NON_TECHNICAL,PAINTING,HOBBY
What are some famous paintings that you like? ,NON_TECHNICAL,PAINTING,HOBBY
What are some famous paintings that you like? You don't like?,NON_TECHNICAL,PAINTING,HOBBY
What type of painting/sketching/drawing do you do? ,NON_TECHNICAL,PAINTING,HOBBY
Have you ever sold one of your paintings or sketch?,NON_TECHNICAL,PAINTING,HOBBY
Are you impressed with people who know how to paint or sketch?,NON_TECHNICAL,PAINTING,HOBBY
Do you have a painting or sketch of yourself?,NON_TECHNICAL,PAINTING,HOBBY
What's the most expensive and most beautiful painting you have ever seen?,NON_TECHNICAL,PAINTING,HOBBY
How much are you willing to pay for a beautiful painting?,NON_TECHNICAL,PAINTING,HOBBY
Do you know Leonardo da Vinci and his paintings? Can you name some of his paintings?,NON_TECHNICAL,PAINTING,HOBBY
Do have paintings at home for decoration?,NON_TECHNICAL,PAINTING,HOBBY
If you could be given the chance to paint what would you paint? ,NON_TECHNICAL,PAINTING,HOBBY
 Would you sell your paintings or sketch?,NON_TECHNICAL,PAINTING,HOBBY
Does the painting make you feel happy or sad?,NON_TECHNICAL,PAINTING,HOBBY
What is your all-time favorite movie?,NON_TECHNICAL,MOVIES,HOBBY
Are there any kinds of movies you dislike?,NON_TECHNICAL,MOVIES,HOBBY
Do you like to watch horror movies?,NON_TECHNICAL,MOVIES,HOBBY
Do you prefer fiction or nonfiction books? How about movies?,NON_TECHNICAL,MOVIES,HOBBY
Do you usually watch movies at home or at a movie theater?,NON_TECHNICAL,MOVIES,HOBBY
Have you ever seen the same movie more than once?,NON_TECHNICAL,MOVIES,HOBBY
Have you ever seen Marvel movies? (Insert the name of a movie.),NON_TECHNICAL,MOVIES,HOBBY
How often do you go to movies?,NON_TECHNICAL,MOVIES,HOBBY
If a book has been made into a movie which do you prefer to do first see the movie or read the book? Why?,NON_TECHNICAL,MOVIES,HOBBY
What do you think of people who talk during movies at a movie theater?,NON_TECHNICAL,MOVIES,HOBBY
What is the best movie you have ever seen?,NON_TECHNICAL,MOVIES,HOBBY
What is the scariest movies you have ever seen?,NON_TECHNICAL,MOVIES,HOBBY
What's the funniest movies you have ever seen?,NON_TECHNICAL,MOVIES,HOBBY
What's the most romantic movies you have ever seen?,NON_TECHNICAL,MOVIES,HOBBY
What is the worst movie you've ever seen?,NON_TECHNICAL,MOVIES,HOBBY
What was the last movie you saw?,NON_TECHNICAL,MOVIES,HOBBY
Which do you like better action movies or comedy movies?,NON_TECHNICAL,MOVIES,HOBBY
What movie star would you most like to meet?,NON_TECHNICAL,MOVIES,HOBBY
Who is your favorite actor or actress?,NON_TECHNICAL,MOVIES,HOBBY
What do you think of reality shows?,NON_TECHNICAL,MOVIES,HOBBY
Do you think that films can be educational?,NON_TECHNICAL,MOVIES,HOBBY
Is there a movie you could watch over and over again?,NON_TECHNICAL,MOVIES,HOBBY
Who's your favorite director?,NON_TECHNICAL,MOVIES,HOBBY
Seen any good movies lately?,NON_TECHNICAL,MOVIES,HOBBY
Do you think movies have been developing technology or technology has been developing movies?,NON_TECHNICAL,MOVIES,HOBBY
What is the most horrible movie you have ever seen?,NON_TECHNICAL,MOVIES,HOBBY
Are addicted to watching movies?,NON_TECHNICAL,MOVIES,HOBBY
Do you like to see a movie many times?,NON_TECHNICAL,MOVIES,HOBBY
Would you like to be an actor/actress? Why or why not?,NON_TECHNICAL,MOVIES,HOBBY
Do you think action movies are bad for children?,NON_TECHNICAL,MOVIES,HOBBY
Which do you prefer to watch movies or to read books?,NON_TECHNICAL,MOVIES,HOBBY
How much money do you spend when you go to movies?,NON_TECHNICAL,MOVIES,HOBBY
What do you prefer animated movies or real movies?,NON_TECHNICAL,MOVIES,HOBBY
What is your favorite movie soundtrack?,NON_TECHNICAL,MOVIES,HOBBY
Do you think historical movies are educational?,NON_TECHNICAL,MOVIES,HOBBY
Do you like documentaries?,NON_TECHNICAL,MOVIES,HOBBY
Who is your favorite movie hero?,NON_TECHNICAL,MOVIES,HOBBY
What do you think about comic books movies?,NON_TECHNICAL,MOVIES,HOBBY
Can you remember the name of the first movie you saw that made you cry?,NON_TECHNICAL,MOVIES,HOBBY
What is your favorite classical movie?,NON_TECHNICAL,MOVIES,HOBBY
Which do you prefer comedy movies or horror movies?,NON_TECHNICAL,MOVIES,HOBBY
Have you ever watched a movie twice that you disliked?,NON_TECHNICAL,MOVIES,HOBBY
Do you ever download movies torrent?,NON_TECHNICAL,MOVIES,HOBBY
Do you like foreign films that are dubbed in your mother tongue or do you like watching the film in its original form?,NON_TECHNICAL,MOVIES,HOBBY
What kind of movie would you like to star in? Why?,NON_TECHNICAL,MOVIES,HOBBY
What is something that you have never seen happen in a movie?,NON_TECHNICAL,MOVIES,HOBBY
What things happen too often in movies?,NON_TECHNICAL,MOVIES,HOBBY
What is the name of a boring movie you have seen. Is there a way to make it better?,NON_TECHNICAL,MOVIES,HOBBY
How would you make a really bad movie?,NON_TECHNICAL,MOVIES,HOBBY
Which movie star do you think should die today?,NON_TECHNICAL,MOVIES,HOBBY
Which movie star should live forever?,NON_TECHNICAL,MOVIES,HOBBY
Which two movie stars would you like to have for your parents?,NON_TECHNICAL,MOVIES,HOBBY
If a movie star wanted to marry you would you divorce your spouse?,NON_TECHNICAL,MOVIES,HOBBY
If you could be a movie bad guy which one would you be?,NON_TECHNICAL,MOVIES,HOBBY
Have you ever thought about what super powers you would like to have?,NON_TECHNICAL,MOVIES,HOBBY
Which famous person would you like to have for a best friend?,NON_TECHNICAL,MOVIES,HOBBY
How often would you go to the movie theater if you always had free tickets?,NON_TECHNICAL,MOVIES,HOBBY
Which movie has the best story ? Tell me about it.,NON_TECHNICAL,MOVIES,HOBBY
Which horror movie is the scariest? Why?,NON_TECHNICAL,MOVIES,HOBBY
If they made a movie about your life what kind of movie would it be?,NON_TECHNICAL,MOVIES,HOBBY
Which actor or actress would be you in a movie about your life?,NON_TECHNICAL,MOVIES,HOBBY
Do you want your children to be actors or actresses?,NON_TECHNICAL,MOVIES,HOBBY
How would your life change if you could do TV commercials?,NON_TECHNICAL,MOVIES,HOBBY
How would you like to clean house for a celebrity?,NON_TECHNICAL,MOVIES,HOBBY
Would you let a movie crew film in your house?,NON_TECHNICAL,MOVIES,HOBBY
Would you like to be a movie extra?,NON_TECHNICAL,MOVIES,HOBBY
Do you think there is too much nudity in movies or not enough?,NON_TECHNICAL,MOVIES,HOBBY
Do you think there is too much violence in movies? Does it affect children?,NON_TECHNICAL,MOVIES,HOBBY
Do you think a movie has to be expensive to make to become a blockbuster? Why?,NON_TECHNICAL,MOVIES,HOBBY
Why do some people become famous and others don't?,NON_TECHNICAL,MOVIES,HOBBY
What kind of character would you like to play in a television drama?,NON_TECHNICAL,MOVIES,HOBBY
If someone were to make a movie about your life what would you want included? ,NON_TECHNICAL,MOVIES,HOBBY
What do you think about eating during movies at a movie theater?,NON_TECHNICAL,MOVIES,HOBBY
What are the different types/genres of films you can watch?,NON_TECHNICAL,MOVIES,HOBBY
Do you think that films should be more educational?,NON_TECHNICAL,MOVIES,HOBBY
Do you choose a film for the plot/story or the actors?,NON_TECHNICAL,MOVIES,HOBBY
What is the longest film you've ever seen? How many hours was it?,NON_TECHNICAL,MOVIES,HOBBY
Do you like animated films?,NON_TECHNICAL,MOVIES,HOBBY
Have you seen any of the "Lord of the Rings" or "Harry Potter" films? Did you enjoy them?,NON_TECHNICAL,MOVIES,HOBBY
Do you prefer watching films in their original version or in your mother language?,NON_TECHNICAL,MOVIES,HOBBY
Who chooses the programs the family watches together?,NON_TECHNICAL,MOVIES,HOBBY
If two people want to watch different programs at the same time how do you settle the problem?,NON_TECHNICAL,MOVIES,HOBBY
Should some kinds of movies not be made?,NON_TECHNICAL,MOVIES,HOBBY
 Do you think there should be more movies made in your country?,NON_TECHNICAL,MOVIES,HOBBY
 What is something that you have never seen happen in a movie?,NON_TECHNICAL,MOVIES,HOBBY
 What things happen too often in movies?,NON_TECHNICAL,MOVIES,HOBBY
 Which movie star should live forever?,NON_TECHNICAL,MOVIES,HOBBY
 Which two movie stars would you like to have for parents?,NON_TECHNICAL,MOVIES,HOBBY
 If you could be a movie bad guy which one would you be?,NON_TECHNICAL,MOVIES,HOBBY
 Have you ever thought about what super powers you'd like to have?,NON_TECHNICAL,MOVIES,HOBBY
 Which famous person would you like to have for a best friend?,NON_TECHNICAL,MOVIES,HOBBY
 How often would you go to the movie theater if you always had free tickets?,NON_TECHNICAL,MOVIES,HOBBY
 Which movie has the best story? Tell me about it.,NON_TECHNICAL,MOVIES,HOBBY
 Which horror movie is the scariest? Why?,NON_TECHNICAL,MOVIES,HOBBY
 Would you be willing to leave your country forever if you could be famous?,NON_TECHNICAL,MOVIES,HOBBY
 What are some problems that famous people have?,NON_TECHNICAL,MOVIES,HOBBY
 Would it be a problem if your sweetheart became famous but you didn't?,NON_TECHNICAL,MOVIES,HOBBY
 If they made a movie about your life what kind of movie would it be?,NON_TECHNICAL,MOVIES,HOBBY
 Which actor or actress would be you in a movie about your life?,NON_TECHNICAL,MOVIES,HOBBY
 Do you want your children to be actors or actresses?,NON_TECHNICAL,MOVIES,HOBBY
 How would your life change if you could do TV commercials?,NON_TECHNICAL,MOVIES,HOBBY
Would you like to clean house for a celebrity?,NON_TECHNICAL,MOVIES,HOBBY
 Mention what is Jenkins?,TECHNICAL,JENKINS,Tools
 Explain what is continuous integration?,TECHNICAL,JENKINS,Tools
 What is the requirement for using Jenkins?,TECHNICAL,JENKINS,Tools
 Mention what are the advantages of Jenkins?,TECHNICAL,JENKINS,Tools
 Explain how you can move or copy Jenkins from one server to another?,TECHNICAL,JENKINS,Tools
 Mention what are the commands you can use to start Jenkins manually?,TECHNICAL,JENKINS,Tools
 Mention some of the useful plugins in Jenkin?,TECHNICAL,JENKINS,Tools
 Explain how you can deploy a custom build of a core plugin?,TECHNICAL,JENKINS,Tools
 Explain how can create a backup and copy files in Jenkins?,TECHNICAL,JENKINS,Tools
 Explain how you can clone a Git repository via Jenkins?,TECHNICAL,JENKINS,Tools
 Explain how you can set up Jenkins job?,TECHNICAL,JENKINS,Tools
 Mention what are the two components Jenkins is mainly integrated with?,TECHNICAL,JENKINS,Tools
 What are the differences between Docker and Hypervisors?,TECHNICAL,DOCKER,Tools
 What is Docker?,TECHNICAL,DOCKER,Tools
 What is Docker image?,TECHNICAL,DOCKER,Tools
 What is Docker container?,TECHNICAL,DOCKER,Tools
 What is Dockerfile used for?,TECHNICAL,DOCKER,Tools
 How to create Docker container?,TECHNICAL,DOCKER,Tools
 How to stop and restart the Docker container?,TECHNICAL,DOCKER,Tools
 Do I lose my data when the Docker container exits?,TECHNICAL,DOCKER,Tools
 Mention some commonly used Docker command?,TECHNICAL,DOCKER,Tools
What is AR?,TECHNICAL,AR,Advance
How AR is different than VR?,TECHNICAL,AR,Advance
HOW AR is changing the world?,TECHNICAL,AR,Advance
Any AR Application you developed in AR?,TECHNICAL,AR,Advance
Which tools are used to develop AR Applications,TECHNICAL,AR,Advance
Will augmented reality help in the field of  marketing?,TECHNICAL,AR,Advance
 Where is augmented reality being used?,TECHNICAL,AR,Advance
 Is augmented reality expensive?,TECHNICAL,AR,Advance
Where is augmented reality heading?,TECHNICAL,AR,Advance
Explain what is OpenStack?,TECHNICAL,OPENSTACK,Clouds
Mention what are the three components that make modular architecture of OpenStack?,TECHNICAL,OPENSTACK,Clouds
Give an overview of OpenStack Services?,TECHNICAL,OPENSTACK,Clouds
What does “role” and “tenant” indicates in OpenStack?,TECHNICAL,OPENSTACK,Clouds
Explain what hypervisor is and what type of hypervisor does OpenStack supports?,TECHNICAL,OPENSTACK,Clouds
What are the two types of storage does OpenStack Compute provides?,TECHNICAL,OPENSTACK,Clouds
What are the basic functions of Identity Service in OpenStack?,TECHNICAL,OPENSTACK,Clouds
What are the main components of identity user management?,TECHNICAL,OPENSTACK,Clouds
What is the meaning of term “Cinder” in OpenStack service?,TECHNICAL,OPENSTACK,Clouds
List out the storage locations for VM images in OpenStack?,TECHNICAL,OPENSTACK,Clouds
Explain what is Cells in OpenStack?,TECHNICAL,OPENSTACK,Clouds
For networking what hardware is used in OpenStack? ,TECHNICAL,OPENSTACK,Clouds
Explain how you can transfer volume from one owner to another in OpenStack?,TECHNICAL,OPENSTACK,Clouds
What is bare-metal node and what does it comprised of?,TECHNICAL,OPENSTACK,Clouds
Mention what is the command to remove network interface from bare-metal node?,TECHNICAL,OPENSTACK,Clouds
Explain what is the function of Cinder Scheduler?,TECHNICAL,OPENSTACK,Clouds
